ID,SMILES,Kd,IC50,erk_IC50,Affinity,CNN_Pose_Score,CNN_Affinity
US_336,F[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3ccc(F)c(Cl)c23)C1,,3.1,1057.2,-12.16,0.7677,9.29
US_337,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1c(Cl)c(O)cc2ccccc12,,2.2,1620.7,-9.84,0.6449,8.79
US_338,Oc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2C[C@H]3C[C@@H](CC#N)[C@@H](C2)N3)c2ccccc2c1,,33.1,16666.7,-8.82,0.6015,8.918
US_339,Oc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2C[C@H]3C[C@@H](CC#N)[C@@H](C2)N3)c2ccccc2c1,21.6,21,8659.5,-9.41,0.5887,8.879
US_340,Oc1ccc(OC(F)(F)F)c(c1)-c1ncc2c(nc(OCC34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,0.4,51.5,-9.64,0.7126,8.947
US_341,Oc1ccc(OC(F)(F)F)c(c1)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,,0.7,837.3,-10.9,0.6604,8.837
US_342,F[C@H]1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc(Cl)c2C2CC2)C1,,3.4,1001.2,-11.21,0.7039,9.102
US_343,F[C@H]1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2c(ccc3[nH]ncc23)C(F)(F)F)C1,,10.4,1616.5,-11.33,0.864,9.329
US_344,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1c(ccc2[nH]ncc12)C(F)(F)F,,10.9,8069.6,-11.2,0.9137,9.397
US_345,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(OC(F)(F)F)c12,,10.6,1468.2,-8.72,0.6318,8.817
US_346,FC(F)Oc1cccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,,10.5,1351.5,-10.76,0.6347,8.919
US_347,FCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cccc4ccccc34)CCCN12,,2.1,458.9,-9.66,0.6629,8.771
US_348,CC(C)c1ccccc1-c1ncc2c(nc(OCC34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,15.5,778.6,-9.4,0.6718,8.871
US_349,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1c(Cl)ccc2ccccc12,,560.7,,-9.76,0.6421,8.737
US_350,Oc1c(F)cc(F)c(c1F)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,,3822.1,,-10.42,0.4913,8.474
US_351,CO[C@H]1CN[C@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,,94.8,16666.7,-10.97,0.7562,8.759
US_352,Fc1c(ncc2c(nc(OC[C@@H]3CC(F)(F)CN3)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,844.8,,-10.01,0.7036,8.701
US_353,CN1C[C@@H](C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12)NC(=O)c1ccc(C=O)cc1,,333.4,,-10.28,0.722,8.958
US_354,CN1C[C@@H](C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12)NC(=O)c1cccc(C=O)c1,,368.1,,-10.8,0.6885,8.931
US_355,CN1C[C@@H](C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12)NC(=O)c1ccccc1C=O,,869.9,,-10.17,0.6529,8.767
US_360,COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2cccc(Cl)c12,,50.8,8353.4,-10.85,0.6718,8.636
US_361,COc1ccc(OC(F)(F)F)c(c1)-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,2700.3,,-8.65,0.6729,8.926
US_362,CC(C)(C)c1ccccc1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,105.8,10457,-9.75,0.648,9.037
US_363,CNC(C)COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,,3932.5,,-10.64,0.8343,8.939
US_364,CC(C)c1cccc2cc(O)cc(-c3ncc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)N3CC4CCC(C3)N4)c12,,2.3,322,-11.47,0.6819,9.169
US_365,Cc1ccc(O)cc1-c1ncc2c(nc(OCC34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,34.9,3949,-9.24,0.7485,8.791
US_367,Oc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c2c(F)cccc2c1,,0.7,111.8,-11.29,0.6308,8.994
US_369,Oc1cccc(F)c1-c1ncc2c(nc(OCC34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,221.4,,-8.21,0.6526,8.698
US_370,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1ccccc1C(F)(F)F,,86.1,10730.6,-10.31,0.7121,8.879
US_371,F[C@H]1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2ccccc2C2CCC2)C1,,394.2,,-9.46,0.5731,8.646
US_372,CSc1cccc2cc(O)cc(-c3ncc4c(nc(OCC56CCCN5C[C@H](F)C6)nc4c3F)N3CC4CCC(C3)N4)c12,,0.7,10.5,-11.1,0.6694,9.105
US_373,Oc1ccc(c(c1)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2)C(F)(F)F,,1.6,16666.7,-10.7,0.7079,8.951
US_374,C[C@H](N)COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,,347.9,,-9.54,0.7365,8.575
US_375,Oc1ccc(c(c1)-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2)C(F)(F)F,,1.7,1310.3,-10.46,0.7834,9.174
US_376,Cc1cc2[nH]ncc2c(c1Cl)-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,2.6,582.3,-11.54,0.8707,9.26
US_377,Cc1cccc(O)c1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,416.9,,-8.95,0.6428,8.663
US_378,CN1CCc2cccc(Oc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cccc4cccc(Cl)c34)c2C1,,6250,,-8.4,0.6222,8.662
US_379,Fc1c(ncc2c(nc(OC[C@@]34CCCN3CC[C@@H]4C#N)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,248.7,,-9.1,0.649,9.01
US_380,Nc1ccc(Cl)c(F)c1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,65.7,16666.7,-10.59,0.6392,8.795
US_381,CCc1c(F)ccc2cccc(-c3ncc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)N3CC4CCC(C3)N4)c12,,0.7,708.4,-10.51,0.6441,9.01
US_382,Fc1c(ncc2c(nc(OC[C@@]34CCCN3C[C@H](C4)C(F)(F)F)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,21.1,16666.7,-10.23,0.5454,8.85
US_383,F[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2ccccc2CC(F)(F)F)C1,,585.9,,-10.8,0.6696,9.041
US_384,Oc1cc(-c2ncc3c(nc(OCC45CCCN4C(CF)CC5)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,,2.4,398.2,-11.34,0.6224,8.774
US_385,COc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,,3083.3,16666.7,-3.39,0.5645,8.507
US_386,Oc1ccc(SC(F)(F)F)c(c1)-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,2,320.3,-9.17,0.754,9.235
US_387,CC(C)(N)COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,,532.8,,-9.88,0.72,8.772
US_389,COC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cc(O)cc4ccccc34)CCCN12,,1.4,780.7,-10.73,0.5748,8.729
US_390,COC(c1ccc(O)cc1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2)C(F)(F)F,,36.8,6108.7,-9.21,0.6815,9.118
US_391,Cc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2cn[nH]c2c1,,661.7,,-11,0.7175,8.792
US_392,Oc1cccc(OC(F)(F)F)c1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,208.2,,-10.79,0.6465,8.913
US_393,Oc1cc(-c2ncc3c(nc(OCCC(F)(F)F)nc3c2F)N2CC3CCC(C2)N3)c2c(Cl)cccc2c1,,76.3,7579.3,-10.11,0.5385,8.667
US_394,CC(C)c1cccc(C(C)C)c1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,2500,,-9.16,0.5673,8.957
US_395,O[C@@H]1C[C@@H]2CN(C[C@H]1N2)c1nc(OC[C@@]23CCCN2C[C@H](F)C3)nc2c(F)c(ncc12)-c1cccc2cccc(Cl)c12,2.6,6.9,1089.1,-11.48,0.821,9.168
US_396,F[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CC(F)C(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,34.8,206.8,8173.3,-10.03,0.794,9.283
US_397,CO[C@@H]1C[C@@H]2CN(C[C@H]1N2)c1nc(OC[C@@]23CCCN2C[C@H](F)C3)nc2c(F)c(ncc12)-c1cccc2cccc(Cl)c12,183.2,886.9,16666.7,-3.68,0.5622,8.745
US_398,CN1CCC(F)(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)CC1,,593.2,,-10.74,0.6602,8.805
US_399,CC(C)c1ccc(O)cc1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,2.7,509.9,-9.54,0.6997,9.011
US_400,Oc1cc(-c2ncc3c(nc(OCC45CCCN4C(CF)CC5)nc3c2F)N2CC3CCC(C2)N3)c2c(Cl)cccc2c1,,4.2,260.6,-11.55,0.757,9.176
US_401,Cc1c(Cl)cc2[nH]ncc2c1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,2.8,603.5,-11.15,0.8795,9.258
US_402,CC(C)(O)c1ccccc1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,8017.6,,-7.63,0.6004,8.733
US_403,CC(C)c1ccc(O)cc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,,1.9,2881,-10.21,0.5718,8.818
US_404,COC1(CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1)OC,,60.8,8331.6,-10.17,0.7136,9.103
US_405,CN(C)C(=O)OC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cccc4cccc(Cl)c34)CCCN12,,2.2,297,-8.38,0.5556,8.773
US_407,CC(C)(F)c1ccccc1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,560,,-7.95,0.6338,8.753
US_408,CNC(=O)OC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cccc4cccc(Cl)c34)CCCN12,,3.1,238,-8.21,0.6235,8.708
US_409,F[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2ccccc2C#N)C1,,2231.4,,-8.41,0.6572,8.57
US_410,CO[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cc(O)cc3cccc(C#C)c23)C1,,1,8,-9.46,0.5618,8.839
US_411,COC(=O)NC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cccc4cccc(Cl)c34)CCCN12,,17,745.3,-10.21,0.6992,9.109
US_412,CN(C)C(=O)NC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cccc4cccc(Cl)c34)CCCN12,,17.7,4779.3,-9.68,0.582,8.738
US_413,CC(=O)NC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cccc4cccc(Cl)c34)CCCN12,,9.2,2156.3,-10.07,0.6746,9.078
US_414,F[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2ccccc2Cl)C1,,873.2,,-9.34,0.7741,8.822
US_415,F[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cnccc2C(F)(F)F)C1,,2578.3,,-10.78,0.7281,9.069
US_416,CC(C)Oc1ccccc1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,1946.5,,-7.39,0.5641,8.61
US_417,CC(C)Cc1ccccc1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,594.7,,-6.2,0.5945,8.66
US_418,Fc1c(ncc2c(nc(OC[C@]34CCCN3[C@@H](Cn3cccn3)CC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,7.5,2741.5,-9.43,0.6106,9.002
US_419,F[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(c23)C(F)(F)F)C1,,50.9,2776.1,-11.08,0.7304,9.218
US_420,CS(=O)(=O)NC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cccc4cccc(Cl)c34)CCCN12,,20,7816.4,-8.37,0.539,8.719
US_421,CC(C)c1ncccc1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,7746.7,,-9.04,0.5993,8.922
US_422,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc2CCC=C(c12)C(F)(F)F,,11.4,2357.8,-7.95,0.5415,8.91
US_423,COCc1cccc2cccc(-c3ncc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)N3CC4CCC(C3)N4)c12,,238,,-10.32,0.6315,8.678
US_424,Oc1ccc(CC(F)(F)F)c(c1)-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,5,680.9,-9.75,0.6679,9.028
US_425,FC1CN2CC(F)CC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,,90.2,5414.1,-11.32,0.6256,8.84
US_426,CCc1c(F)ccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,,0.9,228,-11.06,0.7282,9.245
US_427,CCn1ccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,,35.3,1981.7,-2.07,0.5873,6.374
US_428,F[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3CCCc23)C1,,92.1,6964.4,-10.54,0.5595,8.47
US_429,CC1CCc2cccc(c12)-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,18.5,1696,-10,0.6462,8.9
US_430,F[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3ccc(F)c(F)c23)C1,,1,141,-11.62,0.6969,9.076
US_431,CCc1cccc2cccc(-c3ncc4c(nc(OC[C@]56CCCN5[C@@H](COC(=O)N5CCOCC5)CC6)nc4c3F)N3CC4CCC(C3)N4)c12,,1.4,74.3,-10.14,0.5772,8.942
US_432,CCc1cccc2cccc(-c3ncc4c(nc(OC[C@]56CCCN5[C@@H](COC(=O)NC)CC6)nc4c3F)N3CC4CCC(C3)N4)c12,,1.9,106.3,-9.18,0.5117,8.65
US_433,CCc1cccc2cc(O)cc(-c3ncc4c(nc(OC[C@]56CCCN5[C@@H](COC(=O)NC)CC6)nc4c3F)N3CC4CCC(C3)N4)c12,,0.9,43.2,-10.32,0.7253,9.147
US_434,CCc1cccc2cc(O)cc(-c3ncc4c(nc(OC[C@]56CCCN5[C@@H](COC(=O)N(C)C)CC6)nc4c3F)N3CC4CCC(C3)N4)c12,,0.7,6.7,-9.3,0.6511,9.059
US_435,CNC(=O)O[C@@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,,28.2,1822.4,-10.64,0.6237,8.981
US_436,Fc1c(ncc2c(nc(OC[C@]34CCCN3C[C@H](C4)OC(=O)N3CCOCC3)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,48.3,3989.5,-10.82,0.6812,9.08
US_437,F[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3CCC(C4CC4)c23)C1,,233.7,,-8.82,0.4721,8.656
US_438,F[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3C4CC4Cc23)C1,,20.1,1630.8,-11.54,0.5717,8.683
US_439,CN(C)C(=O)OC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cccc4ccc(F)c(C#C)c34)CCCN12,,0.4,12.8,-8.03,0.5248,8.798
US_440,CN(C)C(=O)OC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cc(O)cc4ccc(F)c(C#C)c34)CCCN12,,0.8,8.4,-10.18,0.7433,9.349
US_441,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(nc(OC[C@]56CCCN5[C@@H](COC(=O)N(C)C)CC6)nc4c3F)N3CC4CCC(C3)N4)c12,,0.5,4.1,-9.16,0.7101,9.279
US_442,Fc1c(ncc2c(nc(OC[C@]34CCCN3[C@@H](CN3CCOC3=O)CC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,25,1162,-9.1,0.5673,8.784
US_443,Fc1c(ncc2c(nc(OC[C@]34CCCN3[C@@H](COC(=O)N3CCCC3)CC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,3.2,160,-10.62,0.6406,9.176
US_444,Fc1c(ncc2c(nc(OC[C@]34CCCN3[C@@H](COC(=O)N3CCCCC3)CC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,5.5,365,-10.42,0.6537,9.065
US_445,Fc1c(ncc2c(nc(OC[C@]34CCCN3[C@@H](COC(=O)N3CCOCC3)CC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,2.7,130,-9.61,0.6352,9.07
US_446,Cn1ccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,,357,,-9.25,0.5783,8.634
US_447,CCCc1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,,297,,-9.19,0.5463,8.645
US_449,CCc1cccc2cc(O)cc(-c3ncc4c(ncnc4c3F)N3CC4CCC(C3)N4)c12,,71,,-11.07,0.6951,8.649
US_450,CC(Oc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(F)c12)C12CCCN1CCC2,,37,,-10.04,0.604,8.894
US_453,Nc1nc2c(cccc2s1)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,,27,,-9.85,0.7253,8.755
US_454,Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N1CC2CCC(C1)N2)-c1cccc2scnc12,,295,,-9.02,0.5608,8.535
US_455,Nc1nc2c(ccc(F)c2s1)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,,17,,-9.57,0.7124,8.895
US_456,Cc1cc2sc(N)nc2c(c1C)-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,,966,,-9.45,0.5611,8.913
US_457,Cc1cc2sc(N)nc2c(c1C)-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,475,,-7.9,0.6121,8.983
US_458,Cc1ccc2sc(N)nc2c1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,,143,,-10.34,0.7085,8.904
US_465,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@]23CCCN3C[C@@H](C2)F)C(=C(N=C1)C1=CC=CC2=CC=CC(=C12)CC)F,,1,,-10.67,0.651,8.869
US_466,[C@H]12CN(C[C@H](CC1)N2)C3=NC(=NC4=C3C=NC(=C4F)C5=CC=CC6=CC=CC(=C56)CC)OC[C@@]78C[C@@H](CN7C[C@@H](C8)O)O,,6,,-12.02,0.6451,8.824
US_469,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@]23CCCCN3C[C@@H](C2)F)C(=C(N=C1)C1=CC(=CC2=CC=C(C(=C12)C#C)F)O)F,,2,31.6,-9.18,0.5503,8.951
US_480,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC([2H])([2H])[C@]23CCC(N3C[C@@H](C2)F)([2H])[2H])C(=C(N=C1)C1=CC(=CC2=CC=CC(=C12)CC)O)F,,2,,-10.58,0.6857,9.116
US_481,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC([2H])([2H])[C@]23CCC(N3C[C@@H](C2)F)([2H])[2H])C(=C(N=C1)C1=CC(=CC2=CC=C(C(=C12)C#C)F)O)F,,2,,-9.26,0.5868,8.908
31678_1,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F)C,14.7,19.6,692.3,-9.68,0.7355,9.163
31678_2,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)C)F)C,,269.1,,-10.8,0.7459,9.035
31678_3,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)C(F)(F)F)F)C,,238.9,,-11.19,0.7494,9.389
31678_4,FC1=C(N=CC2=C1N=C(N=C2NCC2(CCC2)N2CCOCC2)OC[C@]21CCCN1C[C@@H](C2)F)C2=CC(=CC1=CC=CC=C21)O,,957.7,,-6.52,0.509,8.783
31678_5,C12CNCC2C1NC=1C2=C(N=C(N1)OC[C@H]1N(CCC1)C)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F,,2258.9,,-12.3,0.8555,9.009
31678_6,CN(C1(CC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F)C,,117,,-10.09,0.7236,8.935
31678_7,CN(C1(CCCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F)C,12.2,10,711.3,-9.18,0.5998,9.04
31678_8,FC1=C(N=CC2=C1N=C(N=C2NCC2(CNC2)C)OC[C@]21CCCN1C[C@@H](C2)F)C2=CC(=CC1=CC=CC=C21)O,66.8,39.9,16666.7,-12.78,0.7897,9.024
31678_9,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=C(C=CC=C2)C(C)C)F)C,,2170,,-8.74,0.6679,8.856
31678_10,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=C(C=CC=C2)C(C)C)F)C,,3721,,-9.85,0.738,8.94
31678_12,ClC=1C(=C2C=NNC2=CC1C)C1=C(C=2N=C(N=C(C2C=N1)NCC1(CCC1)N(C)C)OC[C@]12CCCN2C[C@@H](C1)F)F,,100,,-9.68,0.8411,9.528
31678_13,ClC1=C(C(=C2C=NNC2=C1)C1=C(C=2N=C(N=C(C2C=N1)NCC1(CCC1)N(C)C)OC[C@]12CCCN2C[C@@H](C1)F)F)C,,165,,-9.47,0.7893,9.307
31678_14,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)F)F)C,,306.1,,-10.37,0.703,8.982
31678_15,ClC=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC(C)(O)C)OC[C@]12CCCN2C[C@@H](C1)F)F,,3148.1,,-13.17,0.7501,8.891
31678_16,ClC=1C(=C(C=CC1)C1=C(C=2N=C(N=C(C2C=N1)NCC1(CCC1)N(C)C)OCC12CCCN2CCC1)F)C1CC1,,146.1,,-9.03,0.7489,9.188
31678_17,C1[C@@H](C[C@@H]1NC)NC2=NC(=NC3=C2C=NC(=C3F)C4=CC(=CC5=CC=CC=C45)O)OCC67CCCN6CCC7,,80.9,16666.7,-12.19,0.79,9.144
31678_18,N1CC(C1)NC=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F,,46.5,16666.7,-13.55,0.8183,8.923
