ID,SMILES,Kd,IC50,erk_IC50,Affinity,CNN_Pose_Score,CNN_Affinity
646_99,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@@]23CCCN3[C@H](CC2)COC(=O)N2CCCC2)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,2.7,559,-8.12,0.5591,8.516
646_100,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(NC)=O)CN(CC1)C1=CC=CC2=CC=CC(=C12)Cl,,9.7,1311,-9.14,0.6242,8.535
646_101,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=C2CCC(C2=CC=C1)(F)F,,2485.2,,-6.63,0.441,8.02
646_102,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=C2C(CCC2=CC=C1)C1CC1,,654.1,,-5.02,0.5495,6.461
646_103,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)CO)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,3.9,6216,-9.5,0.7042,8.86
646_104,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=C2CCCC2=CC=C1,,755.6,,-3.49,0.502,5.589
646_105,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(=O)N2C[C@H](CC2)O)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,2.3,561,-7.36,0.5211,8.483
646_106,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(=O)N2C[C@@H](CC2)OC)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,7.2,5110,-9.09,0.5709,8.696
646_107,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@@]23CCCN3[C@@H](CC2)OC(N(CC)CCO)=O)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,2,408,-9.5,0.5797,8.516
646_108,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@@]23CCCN3[C@@H](CC2)OC(N(CCOC)C)=O)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,2,585,-3.16,0.4352,6.589
646_109,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC(=C(C2=CC=CC=C12)Br)O,20.8,5.5,663,-7.92,0.6756,8.555
646_110,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=CC2=CC=C(C=C12)C,3231.1,3174,,-9.65,0.7322,8.386
646_111,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC(=CC2=CC=CC=C12)Br,,1052,,2.36,0.5337,7.798
646_112,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC=C(C2=CC=CC=C12)Br,,5456.6,16667,-5.87,0.4809,8.09
646_113,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=C2C(=CC(=CC2=CC=C1)O)Cl,,806.6,,-7.44,0.6373,8.519
646_114,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC=CC2=CC=CC=C12,,34.2,16667,-6.31,0.5132,8.01
646_115,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC(=CC2=CC=CC(=C12)Cl)O,,0.6,118,-11.06,0.6395,8.939
646_116,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC(=CC2=CC=C(C(=C12)Cl)F)O,,0.5,46,24.31,0.4604,7.891
646_118,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@]23CCCN3C[C@@H](C2)F)CN(CC1)C1=CC(=CC2=CC=C(C(=C12)CC)F)O,,2.1,,-9.5,0.4362,8.494
646_119,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC(=CC2=CC=C(C(=C12)CC)F)O,,1.6,7,-9.82,0.6515,9.204
646_120,OC[C@@H]1[C@@H]2CN(C[C@H](C1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC(=CC2=CC=CC=C12)O,1401,,,-7.38,0.6382,8.435
646_123,C(C)C=1C=CC=C2C=CC=C(C12)N1CC=2N=C(N=C(C2CC1)[C@@H]1C([C@@H]2CC[C@H](C1)N2)O)OC[C@]21CCCN1C[C@@H](C2)F,,508.3,,-10.79,0.7,8.971
625_1,[C@H]12CN(C[C@H](CC1)N2)C3=NC(=NC4=C(C(=C(C=C34)OC5=CC=CN=C5)C6=CC(=CC7=CC=CC=C67)O)F)OC[C@H]8N(CCC8)C,,7,8391,-4.44,0.4182,6.916
625_2,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=C(C(=CC=C21)C2=CC=CC1=CC=CC(=C21)Cl)F)OCC21CCCN1CCC2,8,6.1,4545,-10.85,0.6811,8.723
625_3,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=C(C(=CC=C21)C2=CC(=CC1=CC=CC=C21)O)F)OCC21CCCN1CCC2,1000000,0.5,95,-11.21,0.6238,8.565
625_4,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=C(C(=CC=C21)C2=CC(=CC1=CC=CC(=C21)Cl)O)F)OCC21CCCN1CCC2,,0.7,21,-11.15,0.6896,8.951
625_5,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=C(C(=CC=C21)C2=CC(=CC1=CC=CC(=C21)Cl)O)F)OC[C@]21CCCN1C[C@@H](C2)F,,1.4,42,-11.26,0.7332,8.935
625_6,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=C(C(=C(C=C21)Cl)C2=C(C=CC=C2F)O)F)OC[C@]21CCCN1C[C@@H](C2)F,,3.5,1800,-9.22,0.5277,8.619
625_7,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=C(C(=C(C=C21)Cl)C2=CC(=CC1=CC=CC=C21)O)F)OC[C@H]2N(CCC2)C,9,11.2,1417,-9.49,0.6971,8.938
625_8,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=C(C(=CC=C21)C2=CC(=CC1=CC=CC=C21)O)F)OC[C@H]2N(CCC2)C,3,4.3,271,-10.82,0.6778,8.521
625_9,ClCCN1CCN(CC1)C1=NC(=NC2=C(C(=CC=C12)C1=CC(=CC2=CC=CC=C12)O)F)OC[C@H]1N(CCC1)C,,186.7,6786,-7.81,0.541,8.394
625_10,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=CC(=CC=C21)C2=CC(=CC1=CC=CC=C21)O)OC[C@H]2N(CCC2)C,19,22.9,5662,-11.23,0.7967,8.442
625_11,C12N(CC(NC1)CC2)C3=NC(=NC4=C3C=C(C(=C4F)C5=CC(=CC6=CC=CC=C56)O)[Cl])OC[C@H]7N(CCC7)C,16,10.4,2844,-10.01,0.61,8.837
625_12,FC=1C(=CC=C2C(=NC(=NC12)OC[C@H]1N(CCC1)C)N1CCNC2(CC2)C1)C1=CC(=CC2=CC=CC=C12)O,110,,5556,-12.24,0.7229,8.458
625_13,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=C(C(=CC=C21)C2=CC=CC1=CC=C(C=C21)F)F)OC[C@H]2N(CCC2)C,78,61.9,5556,-10.65,0.7398,8.546
625_16,C12N(CC(NC1)CC2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC(=CC2=CC=CC=C12)O,300,152.5,5948,-10.55,0.5658,8.31
625_17,[C@H]12CN(C[C@H](CC1)N2)C3=NC(=NC4=CC(=C(C=C34)OC5=C(C=C(C=C5)OC)F)C6=CC(=CC7=CC=CC=C67)O)OC[C@H]8N(CCC8)C,,8,5556,-3.82,0.416,6.875
625_18,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=CC(=C(C=C21)OC2=C(C=C(C=C2)OC)Cl)C2=CC(=CC1=CC=CC=C21)O)OC[C@H]2N(CCC2)C,,11.5,1371,9.23,0.5475,8.674
625_19,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=CC(=C(C=C21)OC2=C(C=CC=C2)Cl)C2=CC(=CC1=CC=CC=C21)O)OC[C@H]2N(CCC2)C,,1.3,1705,3.25,0.4485,8.604
625_20,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=CC(=C(C=C21)OC2=C(C#N)C=CC=C2)C2=CC(=CC1=CC=CC=C21)O)OC[C@H]2N(CCC2)C,,1.6,2156,4.08,0.6183,8.795
625_21,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=CC(=C(C=C21)OC2=C(C#N)C=CC=C2)C2=CC(=CC1=CC=CC=C21)O)OCC21CCCN1CCC2,,1,1269,3.09,0.5994,8.741
625_22,[C@H]12CN(C[C@@H](CC1)N2)C2=NC(=NC1=CC(=C(C=C21)OC2=C(C#N)C=CC=C2)C2=CC(=CC1=CC=CC=C21)O)OC[C@]21CCCN1C[C@@H](C2)F,,1.7,140,-4.74,0.4799,7.105
625_23,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=CC(=C(C=C21)OC2=C(C=CC=C2)Cl)C2=CC(=CC1=CC=CC(=C21)Cl)O)OC[C@]21CCCN1C[C@@H](C2)F,,6.6,264,6.5,0.4791,8.681
625_24,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=C(C(=C(C=C21)OC2=C(C#N)C=CC=C2)C2=CC(=CC1=CC=CC=C21)O)F)OC[C@H]2N(CCC2)C,,1.4,377,-4.57,0.4515,6.96
625_25,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=C(C(=C(C=C21)OC2=C(C#N)C=CC=C2Cl)C2=CC(=CC1=CC=CC=C21)O)F)OC[C@H]2N(CCC2)C,,5.3,784,-4,0.4941,7.142
625_26,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=C(C(=C(C=C21)OC2=C(C#N)C(=CC=C2)F)C2=CC(=CC1=CC=CC=C21)O)F)OC[C@H]2N(CCC2)C,,7.4,3541,-5.46,0.5515,7.116
625_27,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=C(C(=C(C=C21)OC2=C(C#N)C=CC=C2)C2=CC(=CC1=CC=CC=C21)O)F)OC[C@]21CCCN1C[C@@H](C2)F,,3.6,44,3.69,0.5241,8.838
625_28,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=C(C(=CC=C21)C2=CC(=CC1=CC=CC=C21)O)F)OC[C@]21CCCN1C[C@@H](C2)F,,0.6,171,-10.27,0.6808,8.663
625_29,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=C(C(=CC=C21)C2=CC(=CC1=CC=CC=C21)O)F)OC[C@H]2N(C[C@@H](C2)F)C,5,1.8,779,-11.05,0.6922,8.517
625_30,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=C(C(=CC=C21)C2=C1C=NNC1=CC(=C2C)C)F)OC[C@H]2N(CCC2)C,152,57,5093,-11.1,0.8952,9.082
625_31,[C@H]12CN(C[C@H](CC1)N2)C2=NC(=NC1=C(C(=CC=C21)C2=CC(=CC1=CC=CC=C21)O)F)OC[C@H]2N(CC(C2)(F)F)C,121,296.7,8501,-10.34,0.671,8.576
paper_5A,FC1=C(C2=C(C(Cl)=CC=C3)C3=CC=C2)N=CC4=C1N=C(OC[C@H]5N(C)CCC5)N=C4N6C[C@H](CC#N)NCC6,,100000,,-7.65,0.711,8.781
paper_5B,FC1=C(C2=C(C(Cl)=CC=C3)C3=CC=C2)N=CC4=C1N=C(OC[C@H]5N(C)CCC5)N=C4N6CCNCC6,3500,,,-13.9,0.94,9.083
paper_6,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OC[C@H]5N(C)CCC5)N=C4N6CCNCC6,190,980,,-12.77,0.759,8.579
paper_7,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OC[C@H]5N(C)CCC5)N=C4N6CCNCCC6,420,2600,,-14.23,0.8215,9.052
paper_8,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OC[C@H]5N(C)CCC5)N=C4N6CCN(C)CC6,8700,54000,,-3.2,0.459,5.835
paper_9,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OC[C@H]5N(C)CCC5)N=C4N6CCOCC6,1500,12000,,-12.1,0.6048,8.327
paper_10,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OC[C@H]5N(C)CCC5)N=C4N6CC(C)NCC6,380,2100,,-11.87,0.8569,8.867
paper_11,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OC[C@H]5N(C)CCC5)N=C4N6C(C)CNCC6,280,1500,,-2.75,0.5398,6.013
paper_12,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OC[C@H]5N(C)CCC5)N=C4N6CC7NCC6C7,96,650,,-13.45,0.9018,8.907
paper_14,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OC[C@H]5N(C)CCC5)N=C4N6CC(C7)NC7C6,73,310,,-11.21,0.7643,8.682
31678_32,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OC[C@@H]1N(CCC1)C)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F)C,,239.55,,-9.38,0.7265,8.9
paper_13,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OC[C@H]5N(C)CCC5)N=C4N6CC7NCC6CC7,46,49.4,7864,-12.12,0.6787,8.697
646_122,C(C)C2=C1C(=CC=CC1=CC=C2)N8CC3=C(C(=NC(=N3)OC[C@@]45CCCN4C[C@@H](C5)F)[C@@H]6C[C@@H]7CC[C@H](C6)N7)CC8,,121.45,2359,-11.33,0.589,8.672
646_55,OC=1C=C(C2=CC=CC=C2C1)N1CC=2N=C(N=C(C2CC1)N1C[C@@H]2C[C@@H]([C@H](C1)N2)O)OC[C@H]2N(CCC2)C,179806.37,273.2,2334.33,-7.73,0.5312,8.063
646_117,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@]23CCCN3C[C@@H](C2)F)CN(CC1)C1=CC(=CC2=CC=CC(=C12)Cl)O,,0.6,76.5,-8.96,0.6707,8.766
646_18,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@@]23CCCN3[C@H](CC2)COC(NC)=O)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,1.8,106,-9.51,0.6227,8.695
646_7,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@]23CCCN3C[C@@H](C2)F)CN(CC1)C1=CC(=CC2=CC=CC(=C12)CC)O,,0.9,12.5,-10.69,0.6355,8.773
646_88,ClC=1C=CC=C2C=CC=C(C12)N1CC=2N=C(N=C(C2CC1)N1C[C@H]2C[C@@H]([C@@H](C1)N2)C)OC[C@H]2N(CCC2)C,1403.45,679.75,13438,-5.89,0.6165,8.692
646_90,ClC=1C=CC=C2C=CC=C(C12)N1CC=2N=C(N=C(C2CC1)N1C[C@H]2C/C(/[C@@H](C1)N2)=C/C#N)OC[C@H]2N(CCC2)C,13998.25,5731.45,,-5.7,0.6952,6.792
646_94,ClC=1C=CC=C2C=CC=C(C12)N1CC=2N=C(N=C(C2CC1)N1C[C@H]2C[C@@H]([C@@H](C1)N2)COC)OC[C@H]2N(CCC2)C,,606,16667,-3.23,0.5707,8.398
646_96,ClC=1C=CC=C2C=CC=C(C12)N1CC=2N=C(N=C(C2CC1)N1C[C@H]2C[C@@H]([C@@H](C1)N2)O)OC[C@H]2N(CCC2)C,58.3,190.9,16667,-9.24,0.8124,8.672
paper_21,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OCC56N(CCC6)CCC5)N=C4N7C[C@@H](CC8)N[C@@H]8C7,500000,1.25,300.25,-11.1,0.6066,8.779
paper_18,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(N5CC(N(C)C)C5)N=C4N6C[C@@H](CC7)N[C@@H]7C6,42.1,48.9,1696.45,-9.07,0.6212,8.611
US_226,F[C@H]1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,6.9,14.8,3820.4,-12,0.7251,9.03
US_137,Fc1c(ncc2c(nc(OC[C@H]3CCCO3)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,3892,,-9.96,0.655,8.571
paper_33,FC1=C(C2=C(C(C#C)=CC=C3)C3=CC=C2)N=CC4=C1N=C(OCC56N(CCC6)CCC5)N=C4N7C[C@@H](CC8)N[C@@H]8C7,0.1,2.05,71.1,-8.99,0.5626,8.69
paper_17,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OCCN(C)C)N=C4N5C[C@@H](CC6)N[C@@H]6C5,3.1,73.4,6871.25,-10.23,0.6103,8.473
paper_16,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C([H])N=C4N5C[C@@H](CC6)N[C@@H]6C5,,1766.25,11419.55,-10.62,0.7092,7.802
paper_38,FC1=C(C2=C(C(C#C)=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OCC56N(CCC6)CCC5)N=C4N7C[C@@H](CC8)N[C@@H]8C7,0,1.15,10.55,-8.11,0.5604,8.975
paper_26,FC1=C(C2=C(C([H])=CC=C3)C3=CC=C2)N=CC4=C1N=C(OCC56N(CCC6)CCC5)N=C4N7C[C@@H](CC8)N[C@@H]8C7,,194.6,6691.55,-11.12,0.5778,8.561
paper_30,FC1=C(C2=C(C(CC)=CC=C3)C3=CC=C2)N=CC4=C1N=C(OCC56N(CCC6)CCC5)N=C4N7C[C@@H](CC8)N[C@@H]8C7,,3.85,325.05,-9.89,0.5924,8.826
paper_36,FC1=C(C2=C(C(C#C)=C(F)C=C3)C3=CC=C2)N=CC4=C1N=C(OCC56N(CCC6)CCC5)N=C4N7C[C@@H](CC8)N[C@@H]8C7,,1.25,24.05,-10.24,0.699,9.139
paper_15,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OC[C@H]5N(C)CCC5)N=C4N6C[C@@H](CC7)N[C@@H]7C6,1.6,3.85,625.7,-10.63,0.6424,8.688
paper_25,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OC[C@]56N(C[C@H](F)C6)CCC5)N=C4N7C[C@@H](CC8)N[C@@H]8C7,1.7,1.74,58.4,-11.16,0.6166,8.701
US_459,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)CCC23CCCN3CCC2)C(=C(N=C1)C1=CC=CC2=CC=CC(=C12)F)F,,1600,,-9.97,0.5898,8.906
US_225,CO[C@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,8.1,8.65,2545.15,-9.49,0.7253,9.073
US_224,O[C@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,,17.05,5324.25,-12.51,0.7796,8.988
paper_27,FC1=C(C2=C(C(F)=CC=C3)C3=CC=C2)N=CC4=C1N=C(OCC56N(CCC6)CCC5)N=C4N7C[C@@H](CC8)N[C@@H]8C7,,8.95,394.5,-10.71,0.5944,8.781
paper_31,FC1=C(C2=C(C(OC)=CC=C3)C3=CC=C2)N=CC4=C1N=C(OCC56N(CCC6)CCC5)N=C4N7C[C@@H](CC8)N[C@@H]8C7,,55.5,1913.15,-9.68,0.5839,8.629
paper_32,FC1=C(C2=C(C(CO)=CC=C3)C3=CC=C2)N=CC4=C1N=C(OCC56N(CCC6)CCC5)N=C4N7C[C@@H](CC8)N[C@@H]8C7,,47.55,7328.45,-11.14,0.5549,8.615
US_330,Oc1cc(-c2ncc3c(nc(OCC45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2c(Cl)cccc2c1,,1.35,11.05,-11.83,0.72,9.13
paper_1,FC1=C(C2=C(C(C#C)=C(F)C=C3)C3=CC(O)=C2)N=CC4=C1N=C(OC[C@]56N(C[C@H](F)C6)CCC5)N=C4N7C[C@@H](CC8)N[C@@H]8C7,0,1.47,2.07,-11.69,0.731,9.342
US_468,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@@]23CCCN3C[C@H](C2)F)C(=C(N=C1)C1=CC(=CC2=CC=CC(=C12)CC)O)F,,1.4,16.35,-12,0.7086,9.184
US_461,[C@@H]12OC[C@@H](N(C1)CCOC=1N=C(C3=C(N1)C(=C(N=C3)C3=CC(=CC1=CC=CC=C31)O)F)N3C[C@H]1CC[C@@H](C3)N1)C2,27.9,55.37,3641.35,-10.61,0.6915,8.598
US_366,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CC(C2)F)C(=C(N=C1)C1=CC(=CC2=CC=CC(=C12)F)O)F,,0.6,5.95,-12.08,0.711,9.084
US_288,C[C@@H]1C[C@H]1c1ccccc1-c1ncc2c(nc(OCC34CCCN3CCC4)nc2c1F)N1CC2CCC(C1)N2,,228.95,4900.25,-7.92,0.6383,8.764
paper_19,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OCCC5=NC=CN5C)N=C4N6C[C@@H](CC7)N[C@@H]7C6,8.3,19.75,6891.55,-10.72,0.5502,8.597
paper_29,FC1=C(C2=C(C(C)=CC=C3)C3=CC=C2)N=CC4=C1N=C(OCC56N(CCC6)CCC5)N=C4N7C[C@@H](CC8)N[C@@H]8C7,,27.5,2704.65,-10.61,0.5879,8.734
US_149,CO[C@H]1CC(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)N(C)C1,119.3,502.45,4207.8,-9.67,0.6926,8.732
US_357,CN1CC[C@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cccc3cccc(Cl)c23)C1,,262.6,11920.1,-10.57,0.6752,8.844
US_359,CN1CC[C@@H](C1)Oc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,,1808.85,,-9.65,0.725,8.74
paper_37,FC1=C(C2=C(C(Cl)=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OCC56N(CCC6)CCC5)N=C4N7C[C@@H](CC8)N[C@@H]8C7,,1.2,85.4,-11.25,0.7281,9.163
US_448,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@]23CCCN3C[C@@H](C2)F)C(=C(N=C1)C1=C(C=CC=C1)C1CC1)F,,168.8,,-10.61,0.5681,8.686
US_406,CO[C@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cc(O)cc3cccc(F)c23)C1,,0.75,240.25,-10.1,0.7626,9.135
paper_28,FC1=C(C2=C(C(Cl)=CC=C3)C3=CC=C2)N=CC4=C1N=C(OCC56N(CCC6)CCC5)N=C4N7C[C@@H](CC8)N[C@@H]8C7,5.1,10.25,515,-10.28,0.6321,8.905
US_452,C[C@@H]1C[C@H]1c1c(Cl)cc(O)cc1-c1ncc2c(nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,,1.33,46,-11.05,0.6622,9.251
paper_34,FC1=C(C2=C(C=C(F)C=C3)C3=CC=C2)N=CC4=C1N=C(OCC56N(CCC6)CCC5)N=C4N7C[C@@H](CC8)N[C@@H]8C7,,27,370,-10.82,0.6259,8.814
paper_23,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OCC56N(CCC6)C(CC5)=O)N=C4N7C[C@@H](CC8)N[C@@H]8C7,,750.5,10000,-10.47,0.6446,8.832
paper_22,FC1=C(C2=C(C=CC=C3)C3=CC(O)=C2)N=CC4=C1N=C(OCC5(CCCC6)N6CCC5)N=C4N7C[C@@H](CC8)N[C@@H]8C7,,12,650,-11.73,0.6263,8.756
paper_35,FC1=C(C2=C(C(F)=C(F)C=C3)C3=CC=C2)N=CC4=C1N=C(OCC56N(CCC6)CCC5)N=C4N7C[C@@H](CC8)N[C@@H]8C7,,7,97,-11.64,0.7044,9.154
US_56,OC[C@@H](O)COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cccc2cccc(Cl)c12,13805.3,6024,,-10.9,0.7041,8.599
US_66,Fc1c(ncc2c(nc(OC[C@@]34CCCN3C(CCl)CC4)nc12)N1CC2CCC(C1)N2)-c1cccc2cccc(Cl)c12,,273.8,1332.6,-11.45,0.71,9.03
