ID,SMILES,Affinity,CNN_Pose_Score,CNN_Affinity
hop_179,C1[C@@H](F)CN(CCC2)[C@]12COc(c3)cc(N(C[C@H]45)C[C@H](N5)CC4)c(c36)O[C@H](C#N)[C@@H](N6)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from N#C[C@@H](CN1)Oc(c12)cccc2,-4.17,0.2814,6.412
hop_180,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H]3CNC[C@H](C[C@@H](C3)N(C[C@H]45)C[C@H](N5)CC4)C(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from C1CCCNCCC1,-4.46,0.4361,5.979
hop_181,C#Cc1c(F)ccc(c12)cc(O)cc2C[C@H]([C@H](O)[C@H]([C@@H]34)N(C[C@H]56)C[C@H](N6)CC5)[C@@H](N4C)C[C@H]3OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C[C@H]1[C@@H](O)C[C@@H](N2C)CC[C@H]12,-5.38,0.5015,6.642
hop_182,C1[C@@H](F)CN(CCC2)[C@]12COC[C@@H](n(c34)[nH]c(=O)c4)[C@@](C)(C(=O)N(C[C@H]56)C[C@H](N6)CC5)[C@H](N3)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[C@@H](N1)[C@@H](C)[C@@H](C)n(c12)[nH]c(=O)c2,-5.39,0.3458,6.272
hop_183,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)[N@@+]3(C)CCC(=O)Nc(c34)c(c(F)c(c4)N(C[C@H]56)C[C@H](N6)CC5)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from N1C(=O)CC[N@@H+](C)c(c12)ccc(F)c2,-3.91,0.4518,6.708
hop_184,C1[C@@H](F)CN(CCC2)[C@]12COc(c3C(=O)C4C)cc(N(C[C@H]56)C[C@H](N6)CC5)c(c3C=47)CC[C@H]7c8cc(O)cc(c89)ccc(F)c9C#C St 1 from O=C1C(C)=C2CCCc3cccc1c23,-4.15,0.5162,6.743
hop_185,C1[C@@H](F)CN(CCC2)[C@]12COc(cc3N(C[C@H]45)C[C@H](N5)CC4)cc6c3[C@H](C(=O)C7)c(cccc8)c8[C@@]67Cc9cc(O)cc(c19)ccc(F)c1C#C St 1 from c1cccc(c1[C@]23C)[C@H](C(=O)C3)c4c2cccc4,-5.55,0.4343,6.871
hop_186,C1[C@@H](F)CN(CCC2)[C@]12COc(s3)cc(c3N(C[C@H]45)C[C@H](N5)CC4)C#CCc6cc(O)cc(c67)ccc(F)c7C#C St 1 from C#Cc1ccsc1,-7.97,0.7059,8.999
hop_187,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C[C@H]([C@@H]34)N(C[C@H]56)C[C@H](N6)CC5)[C@@H]([NH2+]3)CC[C@@H](CC4)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from [C@H]12CCC[C@H]([NH2+]2)CCCCC1,-1.87,0.48,6.531
hop_188,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]([C@H]3O)[C@@]34C[C@@]4(CC(=O)N(C[C@H]56)C[C@H](N6)CC5)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from CC(C)(C1)[C@]12[C@H](C2)O,-6.1,0.5767,6.42
hop_189,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@H]([C@H]([C@@]34COCC3)N(C[C@H]56)C[C@H](N6)CC5)NC[C@@H]4N(C)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1OCCC12CCNCC2,-0.6,0.4699,9.009
hop_190,C#Cc1c(F)ccc(c12)cc(O)cc2C[C@H]([C@H](O)[C@H]([C@H]34)N(C[C@H]56)C[C@H](N6)CC5)[C@@H]([N@@H+]3C)C[C@H]4OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C[C@H]1[C@@H](O)C[C@@H]([N@@H+]2C)CC[C@H]12,-6.46,0.4158,6.509
hop_191,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)C[N@@H+]3CC[C@H]([C@H]34)C(=O)[C@H](C[C@H](C4)N(C[C@H]56)C[C@H](N6)CC5)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C1C[N@@H+](C)[C@@H]([C@@H]12)CCCCC2=O,-5.16,0.2947,6.198
hop_192,C1[C@@H](F)CN(CCC2)[C@]12COc(n3)nn(C(=O)N(C[C@H]45)C[C@H](N5)CC4)[n+]3S(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from c1n[nH][nH+]n1,-7.34,0.5949,8.864
hop_193,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]([C@H]([C@]345)COC3)C[C@@H](N(C[C@H]67)C[C@H](N7)CC6)[C@@H]5C(C)(C)C(=O)[C@@H](C4)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from C1CC(=O)C(C)(C)[C@H]2CCC[C@H]([C@]123)COC3,-0.02,0.499,6.735
hop_194,C#Cc1c(F)ccc(c12)cc(O)cc2C[C@H]([C@H](O)[C@H]([C@H]34)N(C[C@H]56)C[C@H](N6)CC5)[C@@H](N3)C[C@H]4OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C[C@H]1[C@@H](O)C[C@@H](N2)CC[C@H]12,-6.03,0.4803,6.569
hop_195,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C[C@H]3N(C[C@H]45)C[C@H](N5)CC4)C[C@H]([C@@H]36)C(=N/O)\[C@H](CN6)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from O/N=C\1CCN[C@@H]([C@H]12)CCCC2,-4.75,0.5966,6.832
hop_196,C1C[C@@H](N2)CN(C[C@H]12)C(=O)[C@@H]3NCCN(C[C@H]3OC[C@@]45N(C[C@H](F)C4)CCC5)CC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from CN1CCCNCC1,-3.81,0.3412,5.787
hop_197,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)[C@@H]([NH2+]C3)CN([C@@H]34)CC[C@H](C[C@H]4N(C[C@H]56)C[C@H](N6)CC5)OC[C@@]78N(C[C@H](F)C7)CCC8 St 2 from C1[NH2+]CCN([C@@H]12)CCCCC2,-3.37,0.4422,6.039
hop_198,C1[C@@H](F)CN(CCC2)[C@]12COCc3cc(=O)n(cc3N(C[C@H]45)C[C@H](N5)CC4)NC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from Cc1cc(=O)n(N)cc1,-6.58,0.4572,6.401
hop_199,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)C[C@@](OC3(C)C)([C@@](C)(OC4=O)CN(C[C@H]56)C[C@H](N6)CC5)CC[C@@]34c7cc(O)cc(c78)ccc(F)c8C#C St 1 from CC1(C)OC(=O)[C@@H](C(O2)(C)C)CC[C@]12C,-4.35,0.5986,8.887
hop_200,C#Cc1c(F)ccc(c12)cc(O)cc2Cc(cn3C)c(c34)c(C#N)c(cc4N(C[C@H]56)C[C@H](N6)CC5)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from N#Cc1cccc(c12)n(C)cc2C,-4.96,0.4911,6.933
hop_201,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H](C3)C[C@@H](N(C[C@H]45)C[C@H](N5)CC4)[C@@H]([C@H]36)C[C@H]([NH3+])[C@H](C6)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1CCC[C@@H]([C@H]12)CC[C@H](C2)[NH3+],-5.76,0.5906,9.17
hop_202,C#Cc1c(F)ccc(c12)cc(O)cc2Cc(n3)[nH]c(c34)cc(C#N)c(c4N(C[C@H]56)C[C@H](N6)CC5)C(=O)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from c1cc(C#N)cc(c12)[nH]c(n2)C,-3.63,0.4609,6.951
hop_203,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@](C3)(C(=O)C4)C[C@@H](C5)[C@@H]([C@H]4[C@]35N(C[C@H]67)C[C@H](N7)CC6)C(=O)c8cc(O)cc(c89)ccc(F)c9C#C St 2 from [C@H]12[C@@H]3C[C@H](C1)C[C@@H](C3)C(=O)C2,-5.54,0.5776,6.69
hop_204,C1[C@@H](F)CN(CCC2)[C@]12COc([nH+]3)nc(N(C[C@H]45)C[C@H](N5)CC4)c(c36)[nH]nc6Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from Cc1n[nH]c(c12)cnc[nH+]2,-7.08,0.3861,8.668
hop_205,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)C/C(C(=O)N(C[C@H]34)C[C@H](N4)CC3)=C(/C5)SC[C@H]5c6cc(O)cc(c67)ccc(F)c7C#C St 1 from C/C=C1/CCCS1,-3.6,0.4516,6.46
hop_206,C1[C@@H](F)CN(CCC2)[C@]12COC[C@@]34[C@@H](O)C[C@H](C4)[C@H]([C@@H]3N(C)C(=O)N(C[C@H]56)C[C@H](N6)CC5)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[C@@]12[C@H](O)C[C@@H](C1)CC2,-3.92,0.5802,6.341
hop_207,C1[C@@H](F)CN(CCC2)[C@]12COc(cc3N(C[C@H]45)C[C@H](N5)CC4)[nH+]c(c3C#N)CCc6cc(O)cc(c67)ccc(F)c7C#C St 1 from N#Cc1ccc[nH+]c1,-6.67,0.6551,9.218
hop_208,C#Cc1c(F)ccc(c12)cc(O)cc2CC3=C(N)CC(=C34)[C@H](N(C[C@H]56)C[C@H](N6)CC5)C[C@@H](C4)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from CC1=C(N)CC(=C12)CCCC2,-9.09,0.4546,8.974
hop_209,C1[C@@H](F)CN(CCC2)[C@]12COCS(=O)(=O)N[C@@H](C([C@@H]34)=C(NC(=O)N3)CN(C[C@H]56)C[C@H](N6)CC5)CC[C@H]4c7cc(O)cc(c78)ccc(F)c8C#C St 3 from CC=1NC(=O)N[C@@H](C12)CCCC2,-3.87,0.4313,6.672
hop_210,C1[C@@H](F)CN(CCC2)[C@]12COc(cc3N(C[C@H]45)C[C@H](N5)CC4)cc(c36)N([C@H](C)CC(=N6)O)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from N1=C(O)C[C@@H](C)Nc(c12)cccc2,-2.91,0.4806,6.857
hop_211,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C[C@H]3N(C[C@H]45)C[C@H](N5)CC4)C[C@H]([C@@H]36)C(=N/O)\[C@H](CN6C)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from O/N=C\1CCN(C)[C@@H]([C@H]12)CCCC2,-2.07,0.388,6.357
hop_212,C1C[C@@H](N2)CN(C[C@H]12)CC3=C(C)[C@H](O)CC[C@@]3(CS(=O)(=O)COC[C@@]45N(C[C@H](F)C4)CCC5)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1(C)C(C)=C(C)[C@H](O)CC1,-6.31,0.5651,6.892
hop_213,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H](CC3)CN([C@@H]3[C@]45N(C[C@H]67)C[C@H](N7)CC6)C[C@](C5)(C[NH2+]C4)OC[C@@]89N(C[C@H](F)C8)CCC9 St 1 from C1CCCN([C@H]1[C@H]23)C[C@@H](C2)C[NH2+]C3,-4.49,0.3981,6.679
hop_214,C1[C@@H](F)CN(CCC2)[C@]12COc(c3C)cc(N(C[C@H]45)C[C@H](N5)CC4)c(c36)CN(C)[C@@H](C6)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from Cc1cccc(c12)CN(C)[C@@H](C)C2,-6.54,0.4511,6.785
hop_215,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]3[C@H](C(=O)N(C[C@H]45)C[C@H](N5)CC4)[NH2+]C[C@@H]([C@@]36O)C[C@H](CC6)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1C[NH2+]C[C@@H]([C@@]12O)CCCC2,-3.32,0.5437,6.405
hop_216,C1[C@@H](F)CN(CCC2)[C@]12COCC(=C(CO3)C)[C@@H](N(C[C@H]45)C[C@H](N5)CC4)[C@]3(C)CC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from O1CC(C)=C(C)CC1(C)C,-3.5,0.5333,6.535
hop_217,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)c3c(N(C[C@H]45)C[C@H](N5)CC4)c([nH]/c(c3C#N)=N\C)CS(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from N#Cc1/c(=N/C)[nH]c(C)cc1,-6.3,0.5215,6.797
hop_218,C1C[C@@H](N2)CN(C[C@H]12)C(=O)[N@@+]3(C)[C@H](C)[C@H](OC[C@@]45N(C[C@H](F)C4)CCC5)C(=O)C[C@H]3Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from O=C1C[C@@H](C)[N@H+](C)[C@H](C)C1,-5.93,0.5999,6.667
hop_219,C1[C@@H](F)CN(CCC2)[C@]12COc3nn(C(=O)N(C[C@H]45)C[C@H](N5)CC4)c(=O)n3NS(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from O=c1n(N)cn[nH]1,-5.05,0.4014,6.521
hop_220,C#Cc1c(F)ccc(c12)cc(O)cc2C[C@@H]3N(CCC(=O)N(C[C@H]45)C[C@H](N5)CC4)[C@@H](COC3=O)CNC(=O)OC[C@@]67N(C[C@H](F)C6)CCC7 St 1 from O=C1[C@@H](C)N(C)CCO1,-6.67,0.5003,7.23
hop_221,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@@]34[C@@](CCCN4C)(CN(C[C@H]56)C[C@H](N6)CC5)c7c(c(=O)nc([nH]7)C)[C@@H](C3)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from Cc([nH]1)nc(=O)c(c1[C@@]23C)CC[C@H]2N(C)CCC3,-3.48,0.466,6.94
hop_222,C1[C@@H](F)CN(CCC2)[C@]12CO[C@]34C5=C(N=NC5)[C@@](C4(C)C)([C@@H](C3)N(C[C@H]67)C[C@H](N7)CC6)CC(=O)c8cc(O)cc(c89)ccc(F)c9C#C St 2 from CC1(C)[C@H](CC2)C(CN=N3)=C3[C@@]12C,-5.89,0.5711,6.903
hop_223,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H]([C@H](CCCC3)[C@@]34C(=O)N(C[C@H]56)C[C@H](N6)CC5)C[C@H]([NH3+])[C@H]4C(=O)OC[C@@]78N(C[C@H](F)C7)CCC8 St 2 from C1CCC[C@@H]([C@H]12)CC[C@H](C2)[NH3+],-2.88,0.4368,6.311
hop_224,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](S(=O)(=O)[C@H]3N(C[C@H]45)C[C@H](N5)CC4)Cc(c36)c(c(s6)N)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from Cc1c(N)sc(c12)CS(=O)(=O)CC2,-4.41,0.4004,6.54
hop_225,C1[C@@H](F)CN(CCC2)[C@]12COc(cc3N(C[C@H]45)C[C@H](N5)CC4)cc6c3C(=O)[C@H](N(C)C(=O)N7C)[C@@]67C(=O)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from CN1C(=O)N(C)[C@H](C2=O)[C@@H]1c(c23)cccc3,-5.39,0.5853,6.803
hop_226,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)C/N=C(\C[C@@H]3N(C[C@H]45)C[C@H](N5)CC4)C(C)=C3C(=O)OC[C@@]67N(C[C@H](F)C6)CCC7 St 1 from CC1=CCCC\1=N/C,-9.39,0.6697,9.161
hop_227,C#Cc1c(F)ccc(c12)cc(O)cc2Cc(nc3CN(C[C@H]45)C[C@H](N5)CC4)c[nH+]c3OC[C@@]67N(C[C@H](F)C6)CCC7 St 1 from Cc1c[nH+]cc(n1)C,-10.02,0.7867,9.267
hop_228,C#Cc1c(F)ccc(c12)cc(O)cc2C[C@@H](CS3(=O)=O)[C@@](C)([C@H]3N(C[C@H]45)C[C@H](N5)CC4)OC(=O)OC[C@@]67N(C[C@H](F)C6)CCC7 St 1 from C[C@@]1(O)[C@H](C)CS(=O)(=O)C1,-5.24,0.3888,6.114
hop_229,C1[C@@H](F)CN(CCC2)[C@]12COc(c3C)cc(N(C[C@H]45)C[C@H](N5)CC4)c(c36)NC[C@@H]([NH2+]6)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from Cc1cccc(c12)NC[C@@H](C)[NH2+]2,-5.55,0.4362,6.659
hop_230,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@H]([C@H](C)[N@@+]3(C)C(=O)N(C[C@H]45)C[C@H](N5)CC4)N(C)C[C@H](C3)c6cc(O)cc(c67)ccc(F)c7C#C St 2 from C[C@@H]1CN(C)CCC[N@@H+]1C,-3.21,0.389,6.062
hop_231,C1C[C@@H](N2)CN(C[C@H]12)C(=O)N3C[C@H](OC[C@@]45N(C[C@H](F)C4)CCC5)C(=O)N(C3=6)C[C@H](N6)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from N1CCN(C=12)C(=O)CCN2,-4.4,0.3549,6.532
hop_232,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)CC[N@@H+]([C@@H](C)[C@H]3N(C[C@H]45)C[C@H](N5)CC4)[C@H](CC3=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 3 from O=C1C[C@@H](C)[N@H+](C)[C@H](C)C1,-3.89,0.5042,6.745
hop_233,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H](C3)C[C@H](N(C[C@H]45)C[C@H](N5)CC4)[C@](C)([C@@]36C)[NH2+]C[C@@H](C6=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1CCC[C@](C)([C@@]12C)[NH2+]CCC2=O,-1.83,0.5673,9.173
hop_234,C#Cc1c(F)ccc(c12)cc(O)cc2Cc(c(s3)N)c(c34)C(=O)[C@H](N(C[C@H]56)C[C@H](N6)CC5)C[C@@H]4OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from Cc1c(N)sc(c12)CCCC2=O,-9.26,0.7195,9.304
hop_235,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@@H](c(c34)[nH]c(N)c4C#N)[C@@H](N(C[C@H]56)C[C@H](N6)CC5)CC[C@@H]3c7cc(O)cc(c78)ccc(F)c8C#C St 1 from N#Cc1c(N)[nH]c(c12)CCCCC2,-4.48,0.4924,6.623
hop_236,C1[C@@H](F)CN(CCC2)[C@]12COC[C@H]([C@@]34CC(=O)N(C[C@H]56)C[C@H](N6)CC5)C[C@](C)(OC3)C[C@@H]4Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[C@@]12C[C@@H](C)[C@H](CO2)[C@H](C)C1,-6.68,0.6358,6.831
hop_237,C1[C@@H](F)CN(CCC2)[C@]12COc3c(N(C[C@H]45)C[C@H](N5)CC4)c(C#CC)n(n3)CC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC#Cc1ccnn1C,-4.19,0.3837,6.412
hop_238,C#Cc1c(F)ccc(c12)cc(O)cc2[C@H](C(=O)C3)CN([C@@H]34)C[C@H](C[C@H]4N(C[C@H]56)C[C@H](N6)CC5)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C1C(=O)CCN([C@@H]12)CCCC2,-4.72,0.5284,6.61
hop_239,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@]3(C)[C@H](CN(C[C@H]45)C[C@H](N5)CC4)[C@@H](C)N(C3=O)CC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 2 from O=C1[C@@H](C)[C@H](C)[C@@H](C)N1C,-5.45,0.5288,6.577
hop_240,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C[C@H](C3)N(C[C@H]45)C[C@H](N5)CC4)[C@H]([C@@H]36)[C@@H](C#N)C[C@H]([NH2+]6)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from N#C[C@H]1CC[NH2+][C@@H]([C@H]12)CCCC2,-4.95,0.4014,6.631
hop_241,C1[C@@H](F)CN(CCC2)[C@]12COc(cc3N(C[C@H]45)C[C@H](N5)CC4)cc(c36)N[C@@](C)(CC(=N6)O)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 2 from N1=C(O)C[C@@H](C)Nc(c12)cccc2,-5.29,0.6267,9.01
hop_242,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H](CC3)C[C@H]([C@@]34N(C[C@H]56)C[C@H](N6)CC5)S[C@@](C)(CC4)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 2 from C1C[C@@H](C)S[C@H]([C@@H]12)CCCC2,-6.33,0.5142,6.553
hop_243,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H](C[C@@H]3O)C[C@H]([C@@]34CC(=O)N(C[C@H]56)C[C@H](N6)CC5)CC(=O)C[C@@H]4C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1CC(=O)C[C@@H]([C@]12C)CCC[C@@H]2O,-4.47,0.4879,6.165
hop_244,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H](C(=O)C[C@@]34C)[C@@H](O4)[C@@H](N(C[C@H]56)C[C@H](N6)CC5)[C@@H]3N(C)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[C@]12CC[C@@H](O2)CC(=O)C1,-3.27,0.3781,5.772
hop_245,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]3C[C@@H](N(C[C@H]45)C[C@H](N5)CC4)CC(=C36)N[C@@H](CC6=O)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 3 from C1CCCC(=C12)NCCC2=O,-4.57,0.5014,6.46
hop_246,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H]([C@]3(C)CNC(=O)N(C[C@H]45)C[C@H](N5)CC4)[C@H](C(C)(C)[N@H+](C)C3)c6cccc(c6)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from CC1(C)CC[C@H](C)C[N@@H+]1C,-2.06,0.4072,6.589
hop_247,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@]3(C)C(=O)N[C@H]([C@]3(C)CN(C[C@H]45)C[C@H](N5)CC4)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1(C)[C@H](C)C(=O)N[C@@H]1C,-2.92,0.5769,6.264
hop_248,C1[C@@H](F)CN(CCC2)[C@]12COc(c(C#CC)c3N(C[C@H]45)C[C@H](N5)CC4)c(C#N)c(n3)S(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC#Cc1cc(C#N)cnc1,-4.26,0.3551,6.73
hop_249,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)CCn(c(c3C)N(C[C@H]45)C[C@H](N5)CC4)c(c36)cc(s6)-c7cc(O)cc(c78)ccc(F)c8C#C St 1 from Cc1cn(C)c(c12)ccs2,-7.55,0.6368,9.001
hop_250,C1[C@@H](F)CN(CCC2)[C@]12COC[C@@H](N(C)C3=O)[C@H](N(C)C(=O)N(C[C@H]45)C[C@H](N5)CC4)[C@@]3(C)CC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1(C)C(=O)N(C)[C@H](C)C1,-5.27,0.3436,6.415
hop_251,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)[C@@](C)([C@@H]3C)Oc(c34)c(C)c(N(C[C@H]56)C[C@H](N6)CC5)cc4OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C[C@H]1[C@@H](C)Oc(c12)c(C)ccc2,-6.21,0.4575,6.628
hop_252,C#Cc1c(F)ccc(c12)cc(O)cc2[C@H](C3)[C@]34c5c([C@@H]6N(C4)C(=O)CNC6)c(cc(c5)N(C[C@H]78)C[C@H](N8)CC7)OC[C@]19N(C[C@H](F)C9)CCC1 St 1 from C1CC12c3c(cccc3)[C@H]4N(C2)C(=O)CNC4,37.95,0.4258,8.559
hop_253,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@]3(C#N)[C@H](C(=O)N(C[C@H]45)C[C@H](N5)CC4)N(C)C(=O)[C@@H]3N(C6)CC6c7cc(O)cc(c78)ccc(F)c8C#C St 1 from O=C1C[C@@H](C#N)CN1C,-4.52,0.3757,6.526
hop_254,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N(C)C[C@@]3(O)[C@@H](CN(C[C@H]45)C[C@H](N5)CC4)O[C@H]([C@@H]3O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from C[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O1)C,-9.55,0.4755,8.775
hop_255,C1[C@@H](F)CN(CCC2)[C@]12COC(CC3)CCN3[C@@H]([C@H]45)[C@H]([C@@H]([C@@H](SC4)C\5=N\O)OCC(=O)N(C[C@H]67)C[C@H](N7)CC6)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from O/N=C(\[C@H]12)[C@@H](SC1)[C@H](O)CC2,-4.64,0.4322,6.468
hop_256,C#Cc1c(F)ccc(c12)cc(O)cc2CC(=C3CC(=O)N(C[C@H]45)C[C@H](N5)CC4)[C@H](O)C[C@H](C(C)(C)CCC6)[C@]36COC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from CC(=C1)[C@H](O)C[C@@H]([C@]12C)C(C)(C)CCC2,-3.23,0.4514,6.352
hop_257,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N(C3=O)O[C@@H](CN(C)C(=O)N(C[C@H]45)C[C@H](N5)CC4)[C@]3(N)C(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from O=C1[C@H](N)CON1,-4.97,0.3796,6.027
hop_258,C1[C@@H](F)CN(CCC2)[C@]12COc(c3)cc(N(C[C@H]45)C[C@H](N5)CC4)n(c36)nc([nH+]6)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from Cc([nH+]1)nn(c12)cccc2,-9.07,0.5672,8.909
hop_259,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)C[C@@H](C(O3)(C)C)Oc(c34)cc(cc4N(C[C@H]56)C[C@H](N6)CC5)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from CC(O1)(C)[C@@H](C)Oc(c12)cccc2,-3.92,0.4129,6.446
hop_260,C1C[C@@H](N2)CN(C[C@H]12)C(=O)N(C)[C@@]3(C#C)[C@@H](C)CNC[C@]3(n(cn4)cc4OC[C@@]56N(C[C@H](F)C5)CCC6)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from C#C[C@H]1[C@H](C)CNC[C@H]1C,-1.68,0.4123,6.758
hop_261,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H](CC3)C[C@H]([C@@]34N(C[C@H]56)C[C@H](N6)CC5)S[C@@](C)(C[C@H]4O)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 2 from O[C@H]1C[C@@H](C)S[C@H]([C@@H]12)CCCC2,-6.22,0.4356,6.702
hop_262,C1[C@@H](F)CN(CCC2)[C@]12COc(cc(c3)N(C[C@H]45)C[C@H](N5)CC4)c(c36)OC(=O)[C@@H]([C@H]6[NH3+])c7cc(O)cc(c78)ccc(F)c8C#C St 1 from c1cccc(c12)OC(=O)C[C@H]2[NH3+],4.11,0.696,8.679
hop_263,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H]([C@@]34CN(C[C@H]56)C[C@H](N6)CC5)C[C@H](CC3)[C@](O4)(C)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from CC(O1)(C)C(CC2)CC[C@@]12C,-6.27,0.6173,9.28
hop_264,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[N@H+]([C@@H](CC3)C(=O)N(C[C@H]45)C[C@H](N5)CC4)CCC[C@H]3c6cc(O)cc(c67)ccc(F)c7C#C St 1 from C1CCC[NH2+]CCC1,-4.69,0.4926,8.956
