Index,Example,IUPAC,SMILES
158,158,"7-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3- d]pyrimidin-4-yl)- 1, 3, 7-triazaspiro[4.5]decane-2, 4-dione",FC1=C(N=CC2=C1N=C(N=C2N2CC1(C(NC(N1)=O)=O)CCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
159,159,"4-(4-(((1H-pyrazol-3-yl)methyl)amino)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin- 7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6-fluoronaphthalen-2-ol",N1N=C(C=C1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F
160,160,"4-(4-(((1H-pyrazol-4-yl)methyl)amino)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin- 7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6-fluoronaphthalen-2-ol",N1N=CC(=C1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F
161,161,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)- 4-(((4-methyl-1H-pyrazol-3-yl)methyl)amino)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",C(C)C1=C2C(=CC(=CC2=CC=C1F)O)C1=C(C=2N=C(N=C(C2C=N1)NCC1=NNC=C1C)OC[C@]12CCCN2C[C@@H](C1)F)F
162,162,"3-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)-1H-pyrazole-4- carboxamide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC1=NNC=C1C(=O)N)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
163,163,"4-(4-(((1H-pyrazol-4-yl)methyl)(methyl)amino)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6-fluoronaphthalen-2-ol",N1N=CC(=C1)CN(C=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F)C
164,164,"4-(4-(((1H-imidazol-4-yl)methyl)amino)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6-fluoronaphthalen-2-ol",N1C=NC(=C1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F
165,165,"4-(4-(((1H-imidazol-2-yl)methyl)amino)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6-fluoronaphthalen-2-ol",N1C(=NC=C1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F
166,166,"3-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H pyrrolizin-7a-yl)mcthoxy)pyrido[4,3-d]pyrimidin -4-yl)ainino)bicyclo[l .1 .l]pentan-1-01",Did not work
167,167,"5-ethyl-6-fIuoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)- 4-((3-(hydroxymethyl)bicyclo[1.1.1]pentan-1-yl)amino)pyrido[4,3-d]pyrimidin-7- yl)naphthalen-2-ol",Did not work
168,168,"3-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)thietane 1,1-dioxide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NC1CS(C1)(=O)=O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
169,169,"4-(4-((2-(1H-1,2,3-triazol-4-yl)ethyl)amino)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6-fluoronaphthalen-2-ol",N1N=NC(=C1)CCNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F
170,170,"1-( 1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)methanesulfonamide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC(CCC1)CS(=O)(=O)N)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
171,171,"4-(4-((1H-indazol-6-yl)amino)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6-fluoronaphthalen-2-ol",N1N=CC2=CC=C(C=C12)NC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F
172,172,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)- 4-(3-(pyridin-4-yl)azetidin-1-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",C(C)C1=C2C(=CC(=CC2=CC=C1F)O)C1=C(C=2N=C(N=C(C2C=N1)N1CC(C1)C1=CC=NC=C1)OC[C@]12CCCN2C[C@@H](C1)F)F
173,173,"1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)azepane-4-carbonitrile",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CCC(CCC1)C#N)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
174,174,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-4- ((l-methyl-1H-indazol-6-yl)amino)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",Did not work
175,175,"4-(4-((benzo[c][l,2,5]oxadiazol-5-ylmethyl)amino)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- l.H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6-fluoronaphthalen-2-ol",Did not work
176,176,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-4- ((3-(pyridin-4-yl)propyl)amino)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",C(C)C1=C2C(=CC(=CC2=CC=C1F)O)C1=C(C=2N=C(N=C(C2C=N1)NCCCC1=CC=NC=C1)OC[C@]12CCCN2C[C@@H](C1)F)F
177,177,"3-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((27?,7aS)-2-fluorohexahydro- 177-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)thietanel,l-dioxide",Did not work
178,178,"(3R,5R)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1 H-pyrrolizin-7a-yl)methoxy)pyrido[4.3-d]pyrimidin-4-yl)-5- fluoropiperidin-3-ol",Did not work
179,179,"(3S,4S)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro- 1 H-pyrrolizin-7a-yl)methoxy)pyrido[4, 3-d]pyrimidin-4-yl)-4- fluoropiperidin-3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@H]([C@H](CC1)F)O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
180,180,"(3R,5S)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R, 7aS))-2- fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-^pyrimidin-4-yl)-5- methylpiperidin-3-ol",Did not work
181,181,"(2R,3R)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2- methylpiperidin-3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1[C@@H]([C@@H](CCC1)O)C)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
182,182,"(3R,6R)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6- methylpiperidin-3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@H](CC[C@H]1C)O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
183,183,"1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7<2-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-(trifluoromethyl)piperidin-3-ol",Did not work
184,184,"3-(difluoromethyl)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)- 2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-ol",FC(C1(CN(CCC1)C=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F)O)F
185,185,"(2S,3R)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluoro hexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[1,3 d]pyrimidin-4-yl)-2- methylpiperidin-3-ol",Did not work
186,186,"(3R,6S)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-methylpiperidin- 3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@H](CC[C@@H]1C)O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
187,187,"(3R,5R)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-5- methylpiperidin-3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@H](C[C@H](C1)C)O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
188,188,"(3R,4S)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-4- methylpiperidin-3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@H]([C@H](CC1)C)O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
189,189,"(3R,4R)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- .1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-4-methylpiperidin- 3-ol",Did not work
190,190,"1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-5,5-difluoropiperidin-3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC(CC(C1)(F)F)O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
191,191,"1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-4,4-difluoropiperidin-3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC(C(CC1)(F)F)O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
192,192,"(3R,5S)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-5- fluoropiperidin-3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@H](C[C@@H](C1)F)O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
193,193,"(R) - 1 -(7-(8-ethy l-7-fluoro-3-hydroxynaphthalen- 1 -yl)-8-fluoro-2-(((2R,7aS)-2- fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3- ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@H](CCC1)O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
194,194,"(S)-6-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@]2(CC(N2)=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
195,195,"(S)-4-(8-fluoro-2-((l-methylpyrrolidin-2-yl)methoxy)-4-morpholinopyrido[4,3-d]pyrimidin- 7-yl)naphthalen-2-ol",Did not work
196,196,"7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R, 7aS))-2-fluorohexahydro- 127-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decane-2,4- dione",Did not work
197,197,"5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)tetrahydropyrrolo[3,4- c]pyrrole-1,3(2H,3aH)-dione",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2C(C1)C(NC2=O)=O)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
198,198,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R, 7aS))-2-fluorohexahydro-1H -pyrrolizin-7a-yl)methoxy)- 4-((3-(pyridin-3-yl)propyl)amino)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",Did not work
199,199,"5-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)niethyl)- l-methylpyridin-2(177)-one",Did not work
200,200,"(S)-4-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-methyl-1,4-oxazepan-6-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CCOC[C@](C1)(O)C)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
201,201,"(S)-4-(7-(8-ethynyl-7-fluoio-3-hydroxynaphthalen-1-yl)-8-fluoi?€?0-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-methyl-l ,4- oxazepan-6-ol",Did not work
202,202,"(3R)-1-[7-(8-ethyl-7-fluoro-3-hydroxy-1-naphthyl)-8-fluoro-2-[[1-(pyrrolidin-1- ylmethy l)cyclopropy l]methoxy] pyrido [4 ,3 -d] pyrimidin-4-y l]-3 -methy l-piperidin-3 -ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@](CCC1)(O)C)OCC1(CC1)CN1CCCC1)F)O)F
203,203,"1-( 1-(7-(7,8-difluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3- yl)methanesulfonamide",FC1=CC=C2C=C(C=C(C2=C1F)C1=C(C=2N=C(N=C(C2C=N1)N1CC(CCC1)CS(=O)(=O)N)OC[C@]12CCCN2C[C@@H](C1)F)F)O
204,204,"N-((2-aminopyridin-3-yl)methyl)-7-(8-ethylnaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[ 1,3 d]pyrimidin 4-aminc",Did not work
205,205,"N-((1H-pyrrolo[2,3-b]pyridin-3-yl)methyl)-7-(8-ethylnaphthalen-1-yl)-8-fluoro-2- ((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-amine",N1C=C(C=2C1=NC=CC2)CNC=2C1=C(N=C(N2)OCC23CCCN3CCC2)C(=C(N=C1)C1=CC=CC2=CC=CC(=C12)CC)F
206,206,"(S)-7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2S,7aR)-2- hydroxyhexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4, 3-d]pyrimidin-4-yl)-2, 7- diazaspiro[4.5]decan-3-one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@]2(CC(NC2)=O)CCC1)OC[C@@]12CCCN2C[C@H](C1)O)F)O)F
207,207,"8-fluoro-7-(8-fluoronaphthalen-1-yl)-4-(3-(pyridin-3-yl)propoxy)-2-((tetrahydro-l.H-pyrrolizin- 7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",Did not work
208,208,"-fluoro-7-(8-fluoronaphthalen-1-yl)-N-(imidazo[l,2-a]pyridin-6-ylmethyl)-2-((tetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-amine",Did not work
209,209,"2-(4-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperazin-1-yl)nicotinonitrile",FC1=C(N=CC2=C1N=C(N=C2N2CCN(CC2)C2=C(C#N)C=CC=N2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
210,210,"8-fluoro-7-(8-fluoronaphthalen-1-yl)-N-(1-(pyridin-4-yl)-1H-pyrazol-4-yl)-2-((tetrahydro-1H- pyrrol izin-7a(5H)-yl)mer.hoxy)pyrido[4,3-d]pyrimidin-4-amine",Did not work
211,211,"N 1 -(8-fluoro-7-(8-fluoronaphthalen- 1 -y l)-2-((tetrahydro- 1 H-pyrrol izin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N2-(pyridin-3-yl)ethane-1,2-diamine",FC1=C(N=CC2=C1N=C(N=C2NCCNC=2C=NC=CC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
212,212,"N-(2-(1H-pyrrolo[2,3-b]pyridin-3-yl)ethyl)-8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((tetrahydro- 1 H-pyrro 1 izin-7a(5H)-y l)methoxy)py rido [4,3 -d]pyrimidin-4-amine",Did not work
213,213,"8-fluoro-7-(8-fluoronaphthalen-1-yl)-4-(3-(pyridin-4-yl)azetidin-1-yl)-2-((tetrahydro-1H- pyrrol izin-7a(5H)-yl)methoxy)pyrido [4,3 -d]pyrimidine",FC1=C(N=CC2=C1N=C(N=C2N2CC(C2)C2=CC=NC=C2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
214,214,"8-fluoro-7-(8-fluoronaphthalen-1-yl)-N-(pyrazolo[l,5-a]pyriniidin-3-ylmethyl)-2-((tetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-amine",Did not work
215,215,"N-(2-( 1 H-pyrazol-5-yl)ethyl)-8-fluoro-7-(8-fluoronaphthalen- 1 -yl)-2-((tetrahydro- 1 H-pyrrol izin- 7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-amine",N1N=CC=C1CCNC=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)F)F
216,216,"2-(4-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-1 yl)piperazin-1-yl)bcnzonitrilc",Did not work
217,217,"8-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-l ,3>8-triazaspiro[4.5]decan-2-one",Did not work
218,218,"-fluoro-7-(8-fluoronaphthalen-1-yl)-N-(1H-indazol-6-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-amine",Did not work
219,219,"-fluoro-7-(8-fluoronaphthalen-1-yl)-N-(2-(isoxazol-4-yl)ethyl)-2-((tetrahydro-1H-pyrrolizin- 7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-amine",Did not work
220,220,"6-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-oxa-6-azaspiro[3.5]nonane",FC1=C(N=CC2=C1N=C(N=C2N2CC1(COC1)CCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
221,221,"1 -( 1 -(8-fluoro-7-(8-fluoronaphthalen- 1 -y l)-2-((tetrahydro- 1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)methanesulfonamide",FC1=C(N=CC2=C1N=C(N=C2N2CC(CCC2)CS(=O)(=O)N)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
222,222,"N-((6,7-dihydro-5H-pyrazolo[5,l-b][l,3]oxazin-3-yl)methyl)-8-fluoro-7-(8-fluoronaphthalen-1- yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H) yl)methoxy)pyrido[4,3-d]pyrimidin-4-aminc",Did not work
223,223,"N-((1H-pyrrolo[2,3-b]pyridin-3-yl)methyl)-8-fluoro-7-(8-fluoronaphthalen-1-yl)-]-N-methyl-2- ((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-amine",Did not work
224,224,"8-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-oxa-1,8-diazaspiro[4.5]decan-2-one",FC1=C(N=CC2=C1N=C(N=C2N2CCC1(COC(N1)=O)CC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
225,225,"3-((8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)propanamide",FC1=C(N=CC2=C1N=C(N=C2NCCC(=O)N)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
226,226,"3-((8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)(methyl)amino)propanamide",FC1=C(N=CC2=C1N=C(N=C2N(CCC(=O)N)C)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
227,227,"7-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrim.idin-4-yl)=3-oxa-1,7-diazaspiro[ 1.5]decan 2 one",Did not work
228,228,"5-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)tetrahydropyrrolo[3,4-c]pyrrole-l ,3(2H,3aH)-dione",Did not work
229,229,"N-( 1-(1H-pyrrolo[2,3-b]pyridin-3-yl)ethyl)-8-fluoro-7-(8-fluoronaphthalen-1-yl)-2- ((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-amine",N1C=C(C=2C1=NC=CC2)C(C)NC=2C1=C(N=C(N2)OCC23CCCN3CCC2)C(=C(N=C1)C1=CC=CC2=CC=CC(=C12)F)F
230,230,"4-(((8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)-1H-pyrazol-3(2H)-one",FC1=C(N=CC2=C1N=C(N=C2NCC=2C(NNC2)=O)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
