Index,Example,IUPAC,SMILES
500,500,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-4- (3,8-dioxa-l 1 -azaspiro[5.6]dodecan-11-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",Did not work
501,501,"4-(4-(2,2-dimethyl-1,4-oxazepan-4-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin- 7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6-fluoronaphthalen-2-ol",CC1(OCCCN(C1)C=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F)C
502,502,"4-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1-oxa-9-thia-4- azaspiro[5.5]undecane 9,9-dioxide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CCOC2(C1)CCS(CC2)(=O)=O)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
503,503,"4-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-9-imino-1-oxa-9-thia-4- azaspiro[5.5]undecane 9-oxide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CCOC2(C1)CCS(CC2)(=N)=O)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
504,504,"3-chloro-5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N,N-dimethyl- 5,6,7,8-tetrahydro-4H-pyrazolo[1,5-a][1,4]diazepine-2-carboxamide",ClC=1C(=NN2C1CN(CCC2)C=2C1=C(N=C(N2)OC[C@]23CCCN3C[C@@H](C2)F)C(=C(N=C1)C1=CC(=CC2=CC=C(C(=C12)CC)F)O)F)C(=O)N(C)C
505,505,"5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-fluoro-N,N-dimethyl-5,6,7,8- tetrahydro-4H-pyrazolo[ 1 ,5-a][1,4]diazepine-2-carboxamide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC=2N(CCC1)N=C(C2F)C(=O)N(C)C)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
506,506,"5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H- pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N-(2-hydroxyethyl)-5,6,7,8- tetrahydro-4H-pyrazolo[1,5-a][1,4]diazepine-2-carboxamide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC=2N(CCC1)N=C(C2)C(=O)NCCO)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
507,507,"7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-7-azaspiro[4.5]decane 2,2-dioxide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CCS(C2)(=O)=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
508,508,"7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-l-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-imino-2-thia-7-azaspiro[4.5]decane 2- oxide",Did not work
509,509,"4-(4-(2,2-difluoro-7-azaspiro[4.5]decan-7-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6-fluoronaphthalen-2-ol",FC1(CC2(CC1)CN(CCC2)C=2C1=C(N=C(N2)OC[C@]23CCCN3C[C@@H](C2)F)C(=C(N=C1)C1=CC(=CC2=CC=C(C(=C12)CC)F)O)F)F
510,510,"7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H- pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-7-azaspiro[4.5]decan-2-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CCC(C2)O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
511,511,"((3S,7aS)-7a-(((7-(8-cthyl-7-fhioro-3-liydroxyiiaphthaleii-1-yl)-8-fluoro-4-((R)-3-hydroxy-3- methylpiperidin-1-yl)pyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3- yl)methyl morpholine-4-carboxylate",Did not work
512,512,"((3R,7aS)-7a-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-4-((R)-3-hydroxy-3- methylpiperidin-1-yl)pyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3- yl)methyl dimethylcarbamate",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@](CCC1)(C)O)OC[C@]12CCCN2[C@H](CC1)COC(N(C)C)=O)F)O)F
513,513,"6-(2-((1-((dimethylamino)methyl)cyclopropyl)methoxy)-7-(8-ethyl-7-fluoro-3- hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one",CN(C)CC1(CC1)COC=1N=C(C2=C(N1)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F)N2CC1(CC(N1)=O)CCC2
514,514,"(R)-1-(7-(7,8-difluoro-3-hydroxynaphthalen- 1 -yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol",FC1=CC=C2C=C(C=C(C2=C1F)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@](CCC1)(O)C)OC[C@]12CCCN2C[C@@H](C1)F)F)O
515,515,"(R) -7-(7-(8-chloro-7-fIuoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrlmidin-4-yl)-2-thia-1,3,7- triazaspiro[4.5]decane2,2-dioxide",Did not work
516,516,"(S)-7-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-1,3,7- triazaspiro [4.5]decane2,2-dioxide",ClC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@]2(CNS(N2)(=O)=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
517,517,"(R)-1-(7-(3-chloro-2-cyclopropyl-5-hydroxyphenyl)-2-((l- ((dimethylamino)methyl)cyclopropyl)methoxy)-8-fluoropyrido[4,3-d]pyrimidin-4-yl)-3- methylpiperidin-3-ol",Did not work
518,518,"6-(7-(3-chloro-2-cyclopropyl-5-hydroxyphenyl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin- 7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one",ClC=1C(=C(C=C(C1)O)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CC(N2)=O)CCC1)OCC12CCCN2CCC1)F)C1CC1
519,519,"5-(7-(3-chloro-2-cyclopropyl-5-hydroxyphenyl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)tetrahydropyrrolo[3,4-c]pyrrole-1,3(2H,3aH)-dione",ClC=1C(=C(C=C(C1)O)C1=C(C=2N=C(N=C(C2C=N1)N1CC2C(C1)C(NC2=O)=O)OCC21CCCN1CCC2)F)C2CC2
520,520,"(3R)- 1 -(7-(5 ,6-dimethy 1- 1H-indazol-4-y l)-2-(( 1 -((dimethy lamino)methy l)cyclopropy l)methoxy)- 8-fluoropyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol",Did not work
521,521,"7-(7-(5,6-dimethyl-1H-indazol-4-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-1,3,7-triazaspiro[4.5]decane 2,2-dioxide",CC=1C(=C2C=NNC2=CC1C)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CNS(N2)(=O)=O)CCC1)OCC12CCCN2CCC1)F
522,522,"4-(7-(5,6-dimethyl-1H-indazol-4-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-methyl-1,4-oxazepan-6-ol",CC=1C(=C2C=NNC2=CC1C)C1=C(C=2N=C(N=C(C2C=N1)N1CCOCC(C1)(O)C)OCC12CCCN2CCC1)F
523,523,"6-(7-(5,6-dimethyl-lII-indazol-4-yl)-8-fluoro-2-((hexahydro-lII-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one",Did not work
